id-EP2661387B1    abstract-
id-US9381990B2    abstract-A power supply system for an electrical drive of a marine vessel is provided. The electrical drive includes an electric motor that is adapted to receive electric energy from a power source. The electrical drive has a first operating state in which electric energy is supplied by the power source to the electrical drive to operate the electrical drive and a second operating state in which the electric motor of the electrical drive is decelerated or braked, wherein the electrical drive generates electric energy in the second operating state. The power supply system comprises an electric energy storage device for storing generated electric energy.
id-US9669808B2    abstract-An engine ECU and a brake ECU of a vehicle control apparatus performs any one of a mechanical brake which converts a kinetic energy using rotation of a driving wheel rotation into thermal energy using friction and a regeneration brake which converts the kinetic energy of the driving wheel rotation into electric energy using regeneration, during a vehicle deceleration, after an engine brake changes a deceleration ratio which is a rotation number ratio of driving wheels with respect to the rotation number of an engine.
id-US8935031B2    abstract-A construction vehicle control apparatus is provided including: a motor generator control unit ( 160 ) which, when regenerative electrical power generated by a motor ( 7 ) during regenerative braking surpasses acceptable charging electrical power of a capacitor ( 3 ), drives a motor generator ( 5 ) using the surplus electrical power; an engine controller ( 2 ) which detects the rotating speed of an engine ( 1 ); a motor control unit ( 180 ) which, if the rotating speed of the engine becomes larger than a second set value while the motor generator is being driven by the surplus electrical power, reduces regenerative torque generated by the motor; and a brake control unit ( 190 ) which, if the rotating speed of the engine becomes larger than the second set value while the motor generator is being driven by the surplus electrical power, increases regenerative torque generated by a hydraulic brake ( 30 ).
id-US9221457B2    abstract-In a hybrid vehicle control apparatus, the hybrid vehicle including an engine is driven by a supply with fuel from a fuel tank; and a motor drives drive wheels of the vehicle by a supply of electric power at least from a battery, an interval of time required until a time at which the supply with fuel is to be carried out or at which a fuel quantity becomes zero, with the present time as a starting point, is estimated, an interval of time required until the time at which fuel is deteriorated, with the present time as the starting point, is estimated, and a switching to a fuel consumption promotion mode is carried out in a case where a timing at which the supply with fuel is to be carried out or at which the fuel quantity becomes zero is after the timing at which fuel is deteriorated.
id-US9527388B2    abstract-A regenerative control capable of realizing a comfortable operation, along with an efficient collection of a regenerative energy of a motor generator and an effective regenerative braking control. A regenerative control device for a motor generator generates a regenerative braking power for decelerating a motor vehicle at a time of collecting regenerative energy generated by driving of the motor vehicle. The arrangement includes a driving state detection unit for detecting a driving state and a deceleration level acquisition unit for acquiring a deceleration level. A braking force setting unit sets the regenerative braking force of the motor generator at a time of detection of a deceleration operation by the driving state detection unit. A braking force adjustment unit adjusts and suppresses the regenerative braking force set by the braking force setting unit, according to acquired deceleration level.
id-US8744659B2    abstract-A regeneration control device of a hybrid vehicle comprises a comparison unit for, when a regenerative torque generated in the electric motor is used as a braking force during deceleration of the vehicle using only the electric motor, comparing a preset target deceleration with an actual deceleration; and a control unit for, in a case where the result of comparison of the comparison unit indicates that a state in which the actual deceleration is equal to or lower than the target deceleration occurs in a predetermined pattern though the electric motor is generating the maximum regenerative torque, causing the vehicle to travel using both an engine and the electric motor in a cooperative manner during the next deceleration after the current deceleration has been finished, such that the engine braking and the regeneration torque are both used as a braking force.
id-EP2476573B1    abstract-
id-US8587249B2    abstract-A power unit for an electric vehicle includes: a first power source connected between a first node and a second node; a first switch connected between the second node and a third node; a second power source connected between the third node and a fourth node; a second switch connected between the first node and the third node; and a DC-DC converter, wherein the DC-DC converter adjusts an electric potential of the first node by changing an electric potential of the second node by making the first node connectable to the third node, or, by making the second node connectable to the third node; an output electric power obtained from between the first node and the fourth node is supplied to an electric motor; and the first power source or the second power source is a fuel cell stack and an another is a secondary battery.
id-EP2666691A1    abstract-The present invention effectively uses engine output in a "regeneration" process when an automobile is stopped. The automobile includes a regeneration control unit for, when regenerating a post-treatment device (20) while a hybrid automobile (1) is stopped, performing a high-load operation of an engine (10) by operating an electric motor (13) as a generator by the engine (10). A memory of a hybrid ECU (18) retains a power generation map in which are recorded the rotational speed of the engine (10) and/or a power generating torque when regenerating the post-treatment device (20), which correspond to the amount of particulate accumulation of the post-treatment device (20). The regeneration control unit constitutes a regeneration control device for determining, on the basis of the power generation map, the rotational speed and/or the power generating torque of the engine (10) when the engine (10) operates the electric motor (13) as a generator, which are corresponding to the amount of particular accumulation of the post-treatment device (20), when regenerating the post-treatment device (20) while the hybrid automobile (1) is stopping.
id-JP2014502937A    abstract-本発明は、車両のブレーキシステムのための制御装置（１０）に関するものであり、これによって第１のブレーキ回路（５０）で設定されるべき目標ブレーキ圧に関する少なくとも１つの提供される目標量と、第１のブレーキ回路（５０）で生じている実際ブレーキ圧に関する少なくとも１つの提供される実際量、および／またはブレーキシステムの第２のブレーキ回路（５２）の弾性に関する弾性量を受信可能であり、マスタブレーキシリンダ・ブレーキ介入モードにある第２のブレーキ回路（５２）のブレーキ液の目標追加容積に関する設定量を、少なくとも１つの実際量と少なくとも１つの目標量との第１の誤差量および／または弾性量と所定の目標弾性量との第２の誤差量を考慮したうえで決定可能であり、それにより、決定された設定量に対応する制御信号（３６）を少なくとも１つの容積送出装置（９０）へ出力可能である。さらに本発明は、車両のブレーキシステムを作動させる方法に関する。 【選択図】図４
id-WO2012098743A1    abstract-減速時の回生状態においてエンジンの回転軸と電動機の回転軸とを切り離すか接続するかの最適な判断を行うこと。　ハイブリッド自動車１の減速中にエンジン１０の回転軸と電動機１３の回転軸とが互いに接続された状態で、予め複数の走行パターンのそれぞれについて貨物積載量を複数段階に可変して所定時間走行したときのエンジン回転速度および要求トルクから燃費向上率を算出する算出式を保持し、ハイブリッド自動車１の減速時に、所定時間走行したときのエンジン回転速度および要求トルクと算出式とに基づいて燃費向上率を算出し、その結果算出された燃費向上率が所定の条件を満たすときには、エンジン１０の回転軸と電動機１３の回転軸とが互いに接続された状態で回生発電を実施するように制御するハイブリッドＥＣＵ１８を構成する。
id-EP2481626B1    abstract-
id-EP2668059B1    abstract-
id-DE202011002194U1    abstract-Mehrachsiges Kraftfahrzeug mit elektrischem Antrieb mit mindestens einer Antriebsachse mit je Antriebsachse zwei angetrieben Rädern, gekennzeichnet dadurch, dass jedem angetriebenen Rad einer Antriebsachse mindestens ein Elektromotor, vorzugweise ein Getriebe und eine Gelenkwelle zugeordnet ist, jedes Rad auf der, der Fahrzeugmitte zugewandten Seite, angetrieben wird, der Elektromotor, das Getriebe und die Gelenkwelle vorzugsweise, wesentlich linienförmig quer zur Fahrzeuglängsachse angeordnet sind, mindestens die Motoren einer Antriebsachse in einem gemeinsamen, wesentlich geschlossenen Gehäuse angeordnet und befestigt sind und das Gehäuse vorzugsweise lösbar mit dem Kraftfahrzeug verbunden ist.
id-JP5001475B1    abstract-バッテリのＳＯＣが低下することを抑えつつバッテリの温度上昇を抑えること。   バッテリ１５の温度を検出する温度センサ２０と、温度センサ２０が所定の温度以上、または所定の温度を超えるバッテリ１５の温度を検出したときには、減速時の回生発電中に、エンジン１０と電動機１３とを接続するように制御するハイブリッドＥＣＵ１８と、を有し、ハイブリッドＥＣＵ１８は、ハイブリッド自動車１の減速時のギア段数に応じて所定の温度を設定するようにする。 【選択図】図４
id-WO2012095595A3    abstract-Véhicule (2) comprenant une pluralité de sources (6,8,10) d'énergie électrique embarquées et raccordées par un bus de tension (14), ledit véhicule comprenant en outre des moyens de régulation de la tension du bus (14), caractérisé en ce que les moyens de régulation comprennent au moins un supercondensateur (10) raccordé au bus de tension (14), ledit supercondensateur (10) faisant partie de la pluralité de sources.
id-US8989934B2    abstract-The present invention improves fuel efficiency of an engine that is the power source of an auxiliary machine. Configured is a regeneration control device that has a control means that, when a hybrid automobile is stopped, the accelerator is in a closed state, and the auxiliary machine is in an operating state, and when the indicated value for the amount of fuel injection of the engine is equal to or more than a predetermined threshold, or the indicated value exceed the threshold, causes a driving mode wherein the engine and an electric motor cooperate during deceleration after the hybrid automobile has started moving.
id-KR101248115B1    abstract-본 발명의 제1 측면에 따르면, 전기 오토바이의 주행에 사용되는 에너지를 회수하는 방법으로서, 상기 전기 오토바이의 주행 속도를 감지하는 단계; 상기 전기 오토바이의 주행 상태를 판단하는 단계; 상기 전기 오토바이가 주행 속도가 가속되면 슈퍼캡의 전원을 방전시키는 단계; 상기 전기 오토바이가 일정 속도로 주행시에는 상기 슈퍼캡의 전원을 단속하고 배터리의 전원을 방전시키는 단계; 및 상기 전기 오토바이가 속도가 감속되면 회수 에너지를 상기 슈퍼캡과 상기 배터리에 순차적으로 충전하는 단계; 를 포함하는 전기 오토바이의 에너지 회수 방법을 제공한다.  본 발명은 전기 오토바이의 주행시 주행로의 경사각과 전기 오토바이의 가속과 감속을 감지하여 회수 에너지의 충방전이 이루어지도록 한다.
id-KR101239629B1    abstract-단변속기의 에너지를 저장하는 플라이휠을 기계적으로 연결한 회생제동장치를 제공함으로써, 운전 조건에 따른 제한이 없을 뿐만 아니라 주변 전자파 간섭 등을 미연에 방지할 수 있고, 구조가 단순하기 때문에 신뢰성 및 안전성이 매우 우수하여 차량의 연비 개선 및 에너지 효율을 향상시킬 수 있는 무단변속기와 플라이휠을 이용한 기계적 회생제동장치가 개시되어 있다. 본 발명에 따른 회생제동장치는 드라이빙 모터와 연결되어 회전하는 무단 변속기의 원동축에 착탈 가능하게 배치된다. 이러한 회생제동장치는, 차량 제동 시 차량이 가지고 있는 운동에너지를 저장하는 플라이 휠, 및 차량 주행 시에는 무단 변속기의 원동축에서 플라이 휠을 분리시키고, 차량 제동 시에는 원동축에 플라이 휠을 연결시키는 탈착수단으로 이루어진다.
id-KR101241337B1    abstract-페릴렌 코팅층을 이용하는 PDMS 기반의 유연성 전극 및 그 제조 방법이 개시된다. 보다 상세하게는, 본 발명은 PDMS 기판의 상부에 형성되는 페릴렌(parylene) 코팅층 및 페릴렌 코팅층의 상부에 미리 결정된 패턴으로 형성되는 금속 패턴을 포함하는 것으로, 탄성 중합체인 PDMS에 직접 금속을 도포하여 금속 패턴을 생성하는 경우 금속 도포 공정에서 발생하는 에너지에 의해 금속 패턴에 크랙이 발생하는 것을 방지할 수 있는 유연성 전극 및 그 제조 방법에 관한 것이다.
id-KR20120084851A    abstract-본 발명은 가선을 통하여 에너지를 전달받는 차량에 설치된 차상용 에너지 회수공급장치 및 이를 포함하는 전동차에 관한 것이다. 본 발명에 따른 차상용 에너지 회수공급장치는 가선 입력단에 연결된 IGBT(Insulated Gate Bipolar Transistor) 타입의 제1 스위치부, 상기 제1 스위치부에 직렬 연결된 IGBT 타입의 제2 스위치부, 일단이 상기 제1 스위치부와 상기 제2 스위치부의 연결단에 연결된 인덕터부, 상기 인덕터부의 타단에 연결된 에너지 저장부 및 상기 가선 입력단의 전압 레벨에 따라 상기 제1 스위치부 및 상기 제2 스위치부의 온오프를 제어하여 상기 가선 입력단을 통해 공급된 에너지가 상기 에너지 저장부에 충전되도록 제어하거나 상기 에너지 저장부에 충전된 에너지가 상기 가선 입력단으로 공급되도록 제어하는 제어부를 포함하여 구성된다. 본 발명에 따르면, 전동차에 가해지는 전기 제동에 의해 발생하는 회생에너지를 전동차 자체에 구비되어 있는 에너지 저장수단에 저장하고, 전동차의 운행 상황에 따라 이 에너지를 외부 가선으로 전달함으로써, 전동차의 운행에 필요한 에너지의 소모량이 저감되는 효과가 있다.
id-US10099560B2    abstract-A system for maintaining a selected speed of a vehicle is provided. The vehicle is powered in part by an electric motor and a battery. The electric motor is operable to drive in either a driving state or a charging state. In the charging state the polarity of the electric motor is modified so as to slow the vehicle down and supply power to the battery. A load bank is provided. The load bank is in electrical communication with the electric motor. The controller is further operable to direct power from the electric motor to the load bank when the electric motor is in the charging state.
id-KR20120088217A    abstract-본 발명의 제2 측면에 따르면, 전기 오토바이의 주행에 사용되는 에너지를 회수하여 충전하는 방법으로서, 상기 전기 오토바이의 구동부에서의 회수 에너지의 출력을 감지하는 단계; 상기 회수 에너지의 전압을 측정하는 단계; 상기 전압을 배터리의 충전 전압과 비교하는 단계; 상기 전압이 상기 충전 전압과 같거나 높으면 충전하는 단계; 및 상기 전압이 상기 충전 전압보다 낮으면 상기 충전 전압으로 승압하는 단계; 를 포함하는 전기 오토바이의 에너지 회수 방법을 제공한다. 본 발명은, 모터 또는 발전기로서 작용하는 전기 오토바이의 구동부에서 발생되는 회수 에너지의 전압을 배터리의 충전 전압으로 승압시켜 회수 에너지의 사용 효율이 증가되도록 한다.
id-CN102632809B    abstract-公开了一种电动汽车和控制有功辅助电池损耗的方法。电动汽车包括牵引电池、辅助电池和控制器。控制器被配置为当辅助电池具有大于最小能量的能量时阻止牵引电池对辅助电池充电。控制器还被配置为：当辅助电池具有最小能量时，使牵引电池对辅助电池充电，从而辅助电池被维持在最小能量。
id-US9160184B2    abstract-A conventional vehicular charging port (or inlet) is geometrically different from a power supply plug of general electrical equipment, and the power supply plug cannot directly be connected to the inlet. The present invention provides an adapter ( 800 ) including a first connection portion ( 801 ) that corresponds in geometry to an inlet ( 270 ) and a second connection portion ( 805 ) that corresponds in geometry to a power supply plug of electrical equipment ( 700 ) external to a vehicle. Furthermore, the adapter ( 800 ) includes a second control device ( 850 ) capable of outputting a signal to a first control device ( 170 ) of the vehicle. When the first connection portion ( 801 ) is connected to the inlet ( 270 ), the second control device ( 850 ) outputs a power supply instruction signal, which is indicative of an instruction to supply electric power, to the first control device ( 170 ) to cause the first control device ( 170 ) to control a power conversion device ( 160 ) of the vehicle to supply electric power from the power conversion device ( 160 ) to the electrical equipment ( 700 ). Thus the power supply plug of the electrical equipment ( 700 ) can be connected to the vehicle to supply electric power from the vehicle to the electrical equipment ( 700 ).
id-US9010468B2    abstract-A hybrid vehicle driving device including an engine drive system transmitting a drive force of an engine to a transmission through a one-way clutch and transmitting a drive force after shifting by the transmission to a rear wheel and a motor drive system transmitting a drive force of a motor to the rear wheel, the drive force of the motor of the motor drive system is joined to a point upstream the transmission and downstream the one-way clutch in the engine drive system. The transmission includes a twin clutch capable of shifting between neighboring shift gears by alternately switching the connection state of a clutch on one side and a clutch on the other side, and is automatically shifted to produce an optional rotational speed and motor torque at which the electric power generation efficiency becomes high at the time of regeneration control of the motor.
id-JP5478743B2    abstract-
id-US9014897B2    abstract-A torque distribution apparatus acquires instructed torque input and a motor efficiency map; detects vehicular speed and drive wheel rotational speed; calculates based on the speeds, a relational expression of a slip rate at drive wheels and a friction coefficient; creates based on the relational expression, a performance curve expression that indicates torque-drive wheel rotational speed relations, superimposes the performance curve expression on the motor efficiency map, creates an efficiency variation expression that indicates for each vehicular speed, the torque and efficiency values of the motor efficiency map, and calculates torque that optimizes efficiency, from the efficiency variation expression; calculates within a range of the slip rate being 0 to 0.2 and based on the instructed torque and torque optimizing efficiency, a torque distribution value for each of the motors such that total efficiency ηtotal=Σ((Tn/T)×ηdn×ηλn) is maximized; and controls based on the calculated torque distribution values, torque distribution among motors.
