id-EP3251888B1    abstract-
id-RU2657480C1    abstract-Изобретение относится к области регенеративного торможения. Предложено устройство управления для транспортного средства, которое формирует фрикционную тормозную силу, чтобы замедлять транспортное средство. Устройство управления содержит средство определения частоты вращения двигателя, средство определения нажатия педали акселератора, средство оценки возмущающего крутящего момента, средство регулирования величины фрикционного торможения, средство управления. Средство управления выполнено с возможностью заставлять величину фрикционного торможения сходиться к значению, определенному на основе возмущающего крутящего момента в сочетании с уменьшением частоты вращения двигателя, когда рабочая величина нажатия педали акселератора равна или меньше предварительно определенного значения, и транспортное средство находится в момент времени непосредственно перед остановкой транспортного средства. Предложен также способ управления для транспортного средства. Достигается предоставление технологии, которая уменьшает формирование вибрации в продольном направлении кузова транспортного средства при остановке транспортного средства. 2 н. и 8 з.п. ф-лы, 10 ил.
id-EP3045334A1    abstract-The present invention is directed to a conversion kit for converting a karting vehicle from a gasoline motor driven karting vehicle comprising a gasoline motor fixed to the karting vehicle by means of gasoline motor fixing means, to an electric motor driven karting vehicle comprising an electric motor, said conversion kit includes: (a) a motor frame, (b) an electric motor mounted on the motor frame, (c) a motor control unit mounted on the motor frame, (d) a transducer for delivering an electric signal to the electric motor control unit, said electric signal being proportional to an accelerator pedal or throttle lever movement, said transducer being connectable to the motor control unit, (e) a battery assembly for powering the electric motor, (f) a transmission adapter for coupling the electric motor to the vehicle's transmission, characterized in that, (g) the motor frame comprises frame fixing means adapted for being mounted on fixing the motor frame to the karting vehicle after removal of the gasoline motor, using at least part of the gasoline motor fixing means, and (h) the transducer comprises acceleration coupling means for coupling an accelerator pedal or a throttle lever of the karting vehicle to the transducer.      In addition, the present invention is directed to an automated safety control system for a recreational vehicle circuit, a karting circuit, or a racing circuit, preferably comprising such conversion kits.      Further, the present invention is directed to an automated educative or game control system for a recreational vehicle circuit, a karting circuit, or a racing circuit, preferably comprising such conversion kits.      In addition, the present invention is also directed to a method for converting a gasoline motor driven karting vehicle to an electric motor driven karting vehicle, said method comprising the following steps: (a) Providing a karting vehicle comprising a gasoline motor fixed to the karting vehicle by means of gasoline fixing means, and comprising an accelerator pedal or a throttle lever coupled to said gasoline motor, (b) Uncoupling the accelerator pedal or a throttle lever from the gasoline motor, (c) Removing the gasoline motor from the karting vehicle by uncoupling the gasoline motor fixing means, (d) Mounting a conversion kit according to any of claims 1 to 10 onto the karting vehicle by coupling the frame fixing means to at least part of the gasoline motor fixing means of the karting vehicle, (e) Coupling the transducer to the accelerator pedal or throttle lever of the karting vehicle, by means of the acceleration coupling means.
id-JP6073941B2    abstract-
id-US20160221448A1    abstract-A number of variations include a product comprising a transfer case comprising a hydraulic system comprising a hydraulic fluid and a hydraulic pump or hydraulic motor wherein the hydraulic system is constructed and arranged to capture energy from regenerative braking of the at least one brake of at least one drive.
id-CN105882414B    abstract-本发明涉及车辆用显示装置。提供一种促使驾驶员进行提高能量效率的驾驶操作的车辆用显示装置。车辆用显示装置(11)用于具备摩擦制动器的电动车辆，具有：基于摩擦制动器的工作状态来计算从电动车辆放出的损失能量的损失能量计算部(62)、基于损失能量来计算电动车辆消耗的能量消耗量的消耗量计算部(63)、基于第一期间的行驶距离和能量消耗量来计算平均能量效率的平均效率计算部(67)、基于比第一期间短的第二期间的行驶距离和能量消耗量来计算瞬间能量效率的瞬间效率计算部(68)、基于平均能量效率和瞬间能量效率的效率差来控制车载显示器的显示内容的显示器控制部(70)。
id-CN105922978A    abstract-本发明涉及一种集成制动系统的泵。该泵包括：电动机；传动单元，该传动单元将所述电动机的旋转力转换成线性往复运动；活塞组件，该活塞组件连接至所述传动单元并且基于所述传动单元的动力转换而往复运动；活塞壳体，该活塞壳体容纳所述活塞组件；以及固定杆，该固定杆在纵向方向上固定地布置在所述活塞壳体中。这里，所述活塞组件包括形成在该活塞组件中的联接凹槽，所述固定杆插入在所述联接凹槽中。
id-CN105905113B    abstract-本发明公开了一种用于控制电动车辆的制动的系统与方法。一种用于控制设置有智能巡航控制系统的电动车辆制动器的方法，所述方法可以包括：当执行由智能巡航控制器的制动控制时，利用驱动信息检测器来检测驾驶员的制动请求；当检测到驾驶员的制动请求时，利用车辆控制器来停止智能巡航控制器的制动控制并保持由智能巡航控制器引起的制动量；根据驾驶员的制动请求利用车辆控制器来确定请求的制动量；以及利用车辆控制器，通过使用所保持的由智能巡航控制器引起的制动量和请求的制动量来执行制动控制。
id-CN104670184A    abstract-本发明公开了一种可回收制动能量的刹车装置，包括：能量回收装置、触发开关、整流调理电路、蓄电池和控制器；能量回收装置由磁性制动盘、制动钳、磁轭、线圈绕组、防护罩组成。能量回收装置位于车轮内侧制动器处，兼顾机械制动与能量回收的功能。在制动能量回收系统中连有触发开关，驾驶员踩下制动踏板触发开关闭合，制动能量回收系统工作；驾驶员松开制动踏板触发开关断开，制动能量回收系统停止工作。当磁性制动盘随车轮一同旋转时，其垂直于径向的磁场也同步旋转；磁轭上的线圈绕组不断切割磁感线，产生感应电动势，当触发开关闭合则会产生感应电流，将车辆动能转化为电能,有效回收车辆制动时浪费的能量，具有良好的市场价值及社会意义。
id-CN104648344B    abstract-汽车动能回收装置，包括与汽车车架固定的固定壳，该固定壳的端壁上设置有第一卡接件以及第二卡接件；与汽车车轴同步联接且位于固定壳一侧的转盘，该转盘上设置有与第一卡接件相对的第三卡接件、以及与第二卡接件相对的第四卡接件；安装在侧壁内侧且可绕固定壳的中心轴线相对于固定壳转动的外套，该外套位于第一卡接件和第三卡接件之间；安装在外套内侧且可绕固定壳的中心轴线相对于固定壳转动的内套，该内套位于第二卡接件和第四卡接件之间；两自由端分别连接在内套和外套上的扭转弹性件；分别驱动内套和外套轴向移动的第一驱动单元和第二驱动单元。本发明在汽车上以更合理结构更低成本的方式对动能的回收及利用，具有广阔的应用前景。
id-DE102015203519A1    abstract-Die Erfindung betrifft ein elektrisches Antriebssystem für ein elektrisch betriebenes Fahrzeug, mit einer Steuerregelung, einem Wechselrichter, welcher eine Vielzahl von Halbleiterschaltern aufweist, und einer elektrischen Maschine, welche mit dem Wechselrichter gekoppelt ist, und welche von dem Wechselrichter mit einem ein- oder mehrphasigen Versorgungsstrom gespeist wird. Dabei ist die Steuerregelung dazu ausgelegt, ein Bremsanforderungssignal für das Fahrzeug zu empfangen, nach Erhalt des Bremsanforderungssignals die Vielzahl von Halbleiterschaltern des Wechselrichter zum Betreiben der elektrischen Maschine im Generatorbetrieb anzusteuern, und den Phasenstrom durch die Vielzahl von Halbleiterschaltern für eine vordefinierte Zeitspanne in einem Phasenstromwertbereich zu halten, in dem die Halbleiterschalter thermischen Schädigungen ausgesetzt sind.
