id-EP2527183B1    abstract-
id-GB2477008A    abstract-A means of transport has a secondary engine (2 see fig 1) driven by compressed air which assists the main engine ( 1 see fig 1 ) when accelerating. The compressed air is supplied from a tubular air tank or tanks 3 accommodating a piston or pistons 4 which have a pressure retaining mechanism such as springs 5. The compressors' gear drive mechanism (9 see fig 2) is engaged to a gear mechanism on the inside rim of the rear wheels (10 see fig 2) of the vehicle and the load required to drive the compressors (7 see fig 2) is imposed on the rear wheels slowing the vehicle down. A compressor (8 see fig 1) is driven by the main engine's available load when the engine (1) is idling. The compressor (8) is connected to the main engine (1) by a drive mechanism such as a belt (15 see fig 1). The arrangements includes valves 13, 14, 17 and pipes including a pipe 17 for supplying the secondary engine (2) which functions as an air motor.
id-EP2536605B1    abstract-
id-US8464821B2    abstract-A regenerative braking system is provided. The regenerative braking system includes at least one energy storage medium operably connected to a coupler. The coupler is operable to selectively couple and decouple the energy storage medium with a drive train of motor vehicle, or an electric generator, or a combination of both. A control arrangement governs the operation of the coupler. A sensor of the control arrangement is operable to determine information relating to the relative deceleration and acceleration of the motor vehicle and send said information to the controller. The controller is operable to determine the amount of energy storage medium or mediums to be coupled to the drive train via the coupler.
id-CN102189985B    abstract-本发明涉及用于制动机动车的一种方法和一种控制器/调节器(10)，所述机动车配设有再生制动系统(7)和非再生制动系统(3)。在第一个步骤中采集加速踏板(8)的位置和/或运动，从而检查所采集的位置和/或运动是否对应于一个可以预先设定的、对应于一个减速请求(BA8)的位置或运动。如果检查结果是肯定的，则相应地激活再生制动系统(7)。按照本发明所述，如果减速请求(BA8)超过再生制动系统(7)的制动能力，则附加地激活非再生制动系统(3)。此外，本发明还涉及一种包括本发明所述控制器/调节器(10)的机动车(1)。
id-CN102145687B    abstract-本发明涉及一种用于操作混合动力车制动系统的方法，该混合动力车可以由一台内燃机和一个电动机器来驱动，在该方法中，与在没有能量回收的制动过程中的制动压力相比较，在带有能量回收的制动过程中减小了在该制动系统中用于机械制动器的制动压力。本发明还涉及这样的一种制动系统并且涉及具有这样的一个制动系统的车辆。
id-DE102010008018A1    abstract-Die Erfindung betrifft ein Kraftfahrzeug mit einem Hybridantrieb, der mindestens ein Rad (6, 7) umfasst, das durch eine elektrische Maschine antreibbar ist, mit der in einer Rekuperationsphase bei einem Bremsvorgang Energie rekuperierbar ist, und mit einer Bremsanlage zum Abbremsen des antreibbaren Rades (6, 7) mit Hilfe einer Radbremse (13, 14), die fluidisch durch einen Bremsdruck betätigbar ist, der in der Rekuperationsphase durch eine Druckminderungsventileinrichtung (50) gemindert wird. Um das Kraftfahrzeug, insbesondere im Hinblick auf den Energieverbrauch und/oder die Steuerungsdynamik, zu optimieren, ist das Kraftfahrzeug durch einen Kompensator (100) gekennzeichnet, der dazu dient, eine hydraulische Wirkung der Druckminderungsventileinrichtung (50) auf ein Bremspedal (24) zu kompensieren.
id-US8632136B2    abstract-A brake control system displaces a primary piston by controlling an operation of the electric motor by a master pressure control unit according to the operation amount (Xop) of the brake pedal, thereby generating a hydraulic pressure in the master cylinder to supply it to wheel cylinders (Ba to Bd). The master pressure control unit sets a target relative displacement (ΔXT) between an input piston and the primary piston and a target hydraulic pressure (PT) in the master cylinder, and appropriately switch which is used to control a brake force. During regenerative cooperation, the master pressure control unit selects the control with use of the target hydraulic pressure, which enables easy execution of a hydraulic pressure control including a subtraction of the hydraulic pressure corresponding to a brake effect from the regenerative cooperation.
id-US9434362B2    abstract-A braking system for an electric vehicle has a first wheel having a first friction brake and an electric motor and a second having a second friction brake. A first user-actuated brake lever is coupled to the first friction brake. The first brake lever has a first sensor indicating actuation of the first brake lever. A second user-actuated brake lever is coupled to the second friction brake. The second brake lever has a second sensor indicating actuation of the second brake lever. An electronic control unit electronically coupled to the first and second sensors and the electric motor commands the electric motor to operate as a generator when at least one of the brake levers is actuated.
id-US9016808B2    abstract-In a vehicle brake device, a port is provided at a hydraulic chamber of a master cylinder and communicates with a reservoir tank. A piston movable in the hydraulic chamber for closing the port is provided with at least one piston-side port that faces on the port when at a first position. When a brake pedal is stepped on from a retracted state to move the piston from the first position to a second position spaced from the first position by a predetermined distance, the hydraulic chamber is blocked from the communication with the reservoir tank. The at least one piston-side port is provided therein with an orifice, so that the hydraulic pressure in the hydraulic chamber is raised at the time of a quick stepping of the brake pedal but is allowed to flow to the reservoir tank without being raised at the time of a non-quick stepping.
id-JP5471726B2    abstract-
id-WO2011116640A1    abstract-
id-DE102010062387A1    abstract-Verfahren, bei dem eine Steuerung und/oder Regelung eines Bremssystems für ein Kraftfahrzeug erfolgt, welches mit mindestens einem elektrischen Fahrzeugantrieb und an mindestens einer Achse mit einem schlupf- und/oder traktions- und/oder fahrdynamikgeregelten Bremssystem mit hydraulischen Reibbremsen ausgestattet ist, in welchem der Druckaufbau mindestens eines Bremskreises bei einer Bremsung ohne Eingreifen von Fahrdynamik- und/oder Traktionsregelungen über eine mechanische Wirkverbindung zum Bremspedal erfolgt, wobei bei Bremsungen, welche Eingriffe der Antiblockierregelung erfordern, die Rekuperation von elektrischer Energie ausgeblendet wird und das wegfallende generatorische Bremsmoment durch den Aufbau von Hydraulikdruck mittels eines Bremsassistenzsystems kompensiert wird, sowie Bremssystem für ein Kraftfahrzeug.
id-DE202010017820U1    abstract-Motorisierte Nabe (1) zum elektrischen Antrieb einer Achse eines Kraftfahrzeugs, wobei die motorisierte Nabe eine Nabe (7) enthält, die dazu bestimmt ist, ein Rad (2) aufzunehmen, wobei die Nabe (7) bezüglich eines Nabenträgers (5) gemäß einer Nabenachse (M) drehbar montiert ist, wobei die motorisierte Nabe eine elektrische Antriebsmaschine (3) enthält, wobei die elektrische Maschine einen mit dem Nabenträger verbundenen externen Stator (32) und einen internen Rotor enthält, wobei die Drehung des Rotors der elektrischen Maschine mittels Untersetzungseinrichtungen (4) dauerhaft mit der Drehung der Nabe gekoppelt ist, wobei die Untersetzungseinrichtungen (4) ein mit dem Rotor der elektrischen Maschine verbundenes Antriebsritzel (42) und einen mit der Nabe (7) verbundenen Zahnkranz (45) enthalten, wobei die motorisierte Nabe außerdem mechanische Scheibenbremseinrichtungen (12) enthält, wobei die motorisierte Nabe dadurch gekennzeichnet ist, dass die Untersetzungseinrichtungen zwei Untersetzungsstufen enthalten, und dass die Bremsscheibe bezüglich des Fahrzeugs außerhalb des Nabenträgers platziert ist.
id-EP2364889A1    abstract-Die Erfindung bezieht sich auf eine Stromeinspeiseeinrichtung für eine stromgespeiste Bremse (41) eines Fahrzeugs mit einem zur Erzeugung elektrischer Energie für die stromgespeiste Bremse (41) dienenden Speisegenerator (34), dessen Läuferwicklungen (31, 32, 33) auf einer bei einer Bewegung des Fahrzeugs angetriebenen Achse (1) befestigt sind und dessen ständerseitige Generatorwicklungen (35, 36, 37) an Stromeingänge (39, 40) der stromgespeisten Bremse (41) angeschlossen sind.  Um eine solche Stromeinspeiseeinrichtung zur Erzeugung hoher Speiseströme bei geringer Leistungsentnahme aus dem Bordnetz und mit geringem Aufwand und hoher Zuverlässigkeit zu schaffen, sind auf der Achse (1) auch Läuferwicklungen (27, 28, 29) eines Erregergenerators (26) befestigt, dessen ständerseitige Erregerwicklungen (24, 25) mit einem Ansteuerstrom (Ia) beaufschlagbar sind; die Läuferwicklungen (31, 32, 33; 27, 28, 29) des Speisegenerators (34) und des Erregergenerators (26) sind schleifringkontaktfrei miteinander elektrisch verbunden.
id-JP5123972B2    abstract-
id-US8670914B2    abstract-A vehicle brake control system has a braking detector and a braking controller. The braking detector determines whether a braking operation in a vehicle is within an initial braking stage based on a control condition of a frictional braking system. The braking controller performs initial braking stage control during the initial braking stage by controlling a regenerative braking system to provide a limited braking torque and the frictional braking system to provide a supplemental braking torque, the combination of which provides a target braking torque. The braking controller performs subsequent braking control when the initial braking stage ends to provide an increased regenerative braking torque and a lower supplemental braking torque as the target braking torque.
