id-EP2810811B1    abstract-
id-US20130197731A1    abstract-Methods and systems are disclosed for controlling an electric vehicle. The method includes determining that the vehicle is stopped on a slope in an unparked mode without an accelerator or brake request. A holding force may be applied to hold the vehicle in the stopped position on the slope. After the vehicle has been stopped on the slope in the unparked mode without an accelerator or brake request for a predetermined amount of time, the holding force may be reduced to remind a driver that the vehicle is in the unparked mode.
id-WO2013112158A1    abstract-In a first aspect, the invention is directed to a wheel assembly for a vehicle, including a wheel, a brake, an electric motor, and optionally a gearbox, and a support structure that supports the motor, the wheel and the optional gearbox if a gearbox is provided. The brake includes a brake disk that rotates with the wheel, and a caliper, which is itself made up of first and second caliper portions. The first caliper portion is formed directly in the support structure.
id-EP2810834B1    abstract-
id-CN104039616B    abstract-本发明提供液压制动系统。本发明的课题在于使得驾驶员难以感觉到制动操作中的不协调感。本发明的液压制动系统具有主缸装置，该主缸装置形成有加压活塞与输入活塞相对的活塞间室，并且，具有允许活塞间室与低压源之间的工作液的流通的活塞间室/低压源流通机构。对于本液压制动系统，当伴随着制动操作部件的前进而成为朝制动装置供给的工作液的压力超过前进时设定压力的状况的情况下，控制活塞间室密闭/对置室敞开机构而密闭活塞间室，当伴随着制动操作部件的后退而朝制动装置供给的工作液的压力低于后退时设定压力之际，控制活塞间室/低压源流通机构而允许活塞间室与低压源之间的工作液的流通。
id-US8998351B2    abstract-A brake control device for a vehicle includes: a hydraulic brake device including a master cylinder, a wheel cylinder, a differential pressure control valve, and a pump; and a differential pressure control unit that operates the pump and transmits a differential pressure instructing output to the differential pressure control valve to perform a differential pressure control such that a differential pressure is generated; wherein the differential pressure control unit includes a correcting unit, wherein the correcting unit calculates a differential pressure instructing correction amount, based on an increased amount of the differential pressure which is generated by the differential pressure control valve when the increased amount of the differential pressure during the differential pressure control and then corrects the differential pressure instructing output based on the differential pressure instructing correction amount such that the differential pressure instructing output becomes larger than the increased amount of the differential pressure.
id-DE102013001720B4    abstract-Steuergeräteeinheit (15), die ein Abschwächen harter Bremsvorgänge und ein Ausdehnen einer Bremsenergie-Rückgewinnungszeitspanne in einem hybriden Wirts-Nutzfahrzeug bei Erfassung eines sich schnell nähernden vorausfahrenden Fahrzeugs erleichtert, mit:einem Speicher (32), der von einem Computer ausführbare Anweisungen zum Ausdehnen der Bremsenergie-Rückgewinnungszeitspanne in dem hybriden Wirts-Nutzfahrzeug bei Erfassung des sich schnell nähernden vorausfahrenden Fahrzeugs speichert; undeinem Prozessor (30), der dazu konfiguriert ist, die von dem Computer ausführbaren Anweisungen auszuführen, wobei die Anweisungen beinhalten:Empfangen eines Anzeichens für das erfasste, sich schnell nähernde vorausfahrende Fahrzeug;Ermitteln, dass das sich schnell nähernde Fahrzeug einen vorbestimmten Schnellannäherungs-Schwellenwert durchbrochen hat;Ermitteln, ob eine Bremsenergie-Rückgewinnung verfügbar ist; undSenden eines Bremsenergie-Rückgewinnungsbefehls an einen Fahrmotor (14) zum Einleiten der Bremsenergie-Rückgewinnung, um das Wirts-Nutzfahrzeug zu verlangsamen, bevor ein Reibbremsvorgang eingeleitet wird, falls die Bremsenergie-Rückgewinnung verfügbar ist, dadurch gekennzeichnet, dass die Anweisungen weiter beinhalten:Einleiten einer für die Bremsenergie-Rückgewinnung eingestellten Verdichtersteuerung, undwenn die Bremsenergie-Rückgewinnung nicht verfügbar ist, Vergleichen eines gemessenen Luftvorratsbehälterdrucks in einem fahrzeugeigenen elektrischen Luftladesystem (12) mit einem Abschaltluftdruckschwellenwert;Ermitteln, dass der Abschaltluftdruckschwellenwert überschritten wurde;Ermitteln, dass der Abschaltluftdruckschwellenwert ein Nennbetriebsschwellenwert ist;Erhöhen des Abschaltluftdruckschwellenwerts um einen vorbestimmten Betrag; undNeubewerten, ob die Bremsenergie-Rückgewinnung verfügbar ist.
id-CN103241127B    abstract-本发明提供一种车辆运动控制装置和车辆运动控制方法，在利用电动机进行再生制动的车辆中，能够根据车轮的打滑状态、路面摩擦系数来适当地控制再生制动力以维持车辆的行使稳定性，并且能够在从平缓制动到急速制动的宽范围内确保基于电动机的再生能量的再生量。基于车辆(50)所要求的制动驱动力而向前轮和后轮分配制动驱动力，并且在前轮和后轮中的至少一方之中、制动驱动力相对于滑移率的比例有所减少之际，使前轮和后轮中由电动机(13)产生制动驱动力的车轮的制动驱动力减少。
id-EP2623380B1    abstract-
id-EP2626258A1    abstract-A motor controller unit facilitates modifying pressure thresholds for an air compressor motor in a hybrid commercial vehicle as a function of vehicle pitch and comprises a memory that stores computer-executable instructions for modifying compressor cut-in and cut-out pressure thresholds as a function of vehicle pitch, and a processor configured to execute the computer-executable instructions. The instructions comprise monitoring a pitch of the vehicle, and determining that the vehicle is on an uphill grade. The instructions further comprise reducing compressor cut-in and cut-out pressure thresholds for an on-board air compressor motor to conserve state-of-charge until the pitch of the vehicle falls below a predetermined level, and, once the pitch of the vehicle falls below a predetermined percentage of the maximum pitch detected on the uphill grade, increasing the compressor cut-in and cut-out pressure thresholds to increase available braking pressure and brake regeneration opportunities for the vehicle.
id-EP2814017B1    abstract-
id-CN103287413A    abstract-本发明提供一种能够使构造更简单化的制动控制装置，其中，设有第一泵（PP1、PS1）和第二泵（PP2、PS2），该第一泵将主缸（M/C）内的制动液增压并向各轮缸（W/C输）输送，该第二泵将调压储液器（26P、26S）内的制动液向各轮缸（W/C）输送。
id-ES2425470A1    abstract-Conjunto neumático recuperador de energía cinética que comprende un compresor reversible (3) depósito (4) acumulador de aire y grupo de conexión (1) vinculado al eje motriz del vehículo, y un sistema de distribución y mando con central electrónica que controla el flujo de gases. El compresor trabaja acumulando gas comprimido en el depósito (4), o devolviendo el gas del depósito (4) para usarlo como impulso mecánico. El grupo de conexión (1) comprende piñones o poleas (11) embrague (12) y eje de salida (13). El compresor, si es de pistones, tiene cilindros (31) con válvulas de admisión (5) y escape (6) cuya apertura y cierre está controlada por un árbol de levas o por comando electroneumático controlado por el sistema de distribución y mando. Opcionalmente, incorpora un variador de velocidad (2) entre el grupo de conexión (1) y el compresor reversible (3).
